event,time,Cost,Duration,Email,Platform,Workspace,Owner,Segments
Outbound Calls,1759464000,1.529578,596.0 seconds,owner38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1759464000,1.755023,385.0 seconds,user45d@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1759550400,0.250643,82.0 seconds,owner3@independentsales1.com,mobile,IndependentSales1,owner3@independentsales1.com,
Outbound Calls,1759550400,1.708768,496.0 seconds,owner7@oneperson1.com,web,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1759550400,0.627924,495.0 seconds,owner17@oneperson2.com,web,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1759550400,1.515376,340.0 seconds,owner19@soloventure2.com,trello,SoloVenture2,owner19@soloventure2.com,
Outbound Calls,1759550400,1.639908,369.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1759550400,0.520049,349.0 seconds,owner37@smallteam2.com,klaviyo,SmallTeam2,owner37@smallteam2.com,
Outbound Calls,1759550400,0.383587,118.0 seconds,user39a@triostartup1.com,web,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1759550400,2.047483,573.0 seconds,user41a@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1759550400,0.61974,427.0 seconds,user50b@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1759550400,0.306095,283.0 seconds,user50e@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1759550400,0.068111,,owner18@individualbiz2.com,mobile,IndividualBiz2,owner18@individualbiz2.com,4
Outbound SMS,1759550400,0.135532,,user50f@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,3
Outbound Calls,1759636800,0.93493,308.0 seconds,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1759636800,0.63144,503.0 seconds,owner40@threepersonteam1.com,web,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound SMS,1759636800,0.120596,,owner25@selfemployed3.com,mobile,SelfEmployed3,owner25@selfemployed3.com,3
Outbound SMS,1759636800,0.188446,,user46d@mediumteam1.com,asana,MediumTeam1,owner46@mediumteam1.com,4
Outbound SMS,1759636800,0.057796,,user47b@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,2
Outbound SMS,1759636800,0.080254,,user48f@growthcompany1.com,freshsales,GrowthCompany1,owner48@growthcompany1.com,3
Outbound SMS,1759636800,0.030617,,owner49@scalingbusiness1.com,hubspot,ScalingBusiness1,owner49@scalingbusiness1.com,2
Outbound Calls,1759723200,1.035342,291.0 seconds,owner23@independentsales3.com,freshsales,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1759723200,0.677037,189.0 seconds,user42b@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1759723200,0.743676,151.0 seconds,user49a@scalingbusiness1.com,activecampaign,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1759723200,0.404994,276.0 seconds,user50i@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1759723200,0.07131,,user39b@triostartup1.com,mobile,TrioStartup1,owner39@triostartup1.com,3
Outbound SMS,1759723200,0.122712,,user47b@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,4
Outbound Calls,1759809600,0.619666,181.0 seconds,owner9@soloventure1.com,klaviyo,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1759809600,1.49833,340.0 seconds,owner9@soloventure1.com,mobile,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1759809600,1.527685,326.0 seconds,owner17@oneperson2.com,mobile,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1759809600,0.198689,156.0 seconds,user34@partnershipbiz1.com,web,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1759809600,0.57899,192.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound SMS,1759809600,0.042517,,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,4
Outbound Calls,1759896000,1.972334,434.0 seconds,owner7@oneperson1.com,mobile,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1759896000,2.016131,405.0 seconds,owner21@soloconsultant3.com,web,SoloConsultant3,owner21@soloconsultant3.com,
Outbound Calls,1759896000,0.582156,485.0 seconds,owner41@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1759896000,1.604552,377.0 seconds,user41b@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1759896000,0.471661,126.0 seconds,user46d@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1759896000,1.379908,490.0 seconds,user47c@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,
Outbound SMS,1759896000,0.087287,,user34@partnershipbiz1.com,web,PartnershipBiz1,owner34@partnershipbiz1.com,4
Outbound Calls,1759982400,0.307541,105.0 seconds,user43a@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound SMS,1759982400,0.02839,,owner18@individualbiz2.com,mobile,IndividualBiz2,owner18@individualbiz2.com,1
Outbound SMS,1759982400,0.11938,,owner37@smallteam2.com,mobile,SmallTeam2,owner37@smallteam2.com,4
Outbound Calls,1760068800,0.170504,81.0 seconds,owner12@freelanceexpert2.com,web,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1760068800,0.699522,251.0 seconds,owner28@individualbiz3.com,mobile,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1760068800,1.904488,457.0 seconds,owner38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1760068800,0.454132,275.0 seconds,user49e@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1760068800,0.085044,,owner15@selfemployed2.com,web,SelfEmployed2,owner15@selfemployed2.com,2
Outbound Calls,1760155200,2.675016,550.0 seconds,owner33@twopersoncorp1.com,asana,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1760155200,1.048495,293.0 seconds,user34@partnershipbiz1.com,front,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1760155200,2.742025,597.0 seconds,owner49@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1760155200,1.314283,463.0 seconds,user50d@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1760155200,0.049129,,user47b@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,1
Outbound Calls,1760241600,1.47789,355.0 seconds,owner28@individualbiz3.com,salesmate,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1760241600,1.021472,416.0 seconds,user42b@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1760241600,0.479411,273.0 seconds,user43a@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1760241600,0.646475,237.0 seconds,user45d@growingstartup1.com,zoho,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1760241600,0.25512,79.0 seconds,user46a@mediumteam1.com,teams,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1760241600,2.496997,583.0 seconds,user47a@expandingcorp1.com,front,ExpandingCorp1,owner47@expandingcorp1.com,
Outbound Calls,1760241600,0.843473,431.0 seconds,user48f@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,
Outbound SMS,1760241600,0.095563,,user34@partnershipbiz1.com,mobile,PartnershipBiz1,owner34@partnershipbiz1.com,3
Outbound SMS,1760241600,0.029034,,user45d@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,1
Outbound SMS,1760241600,0.070196,,owner48@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,3
Outbound Calls,1760328000,1.817581,529.0 seconds,owner2@freelanceexpert1.com,pipedrive,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1760328000,1.838033,480.0 seconds,owner9@soloventure1.com,mobile,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1760328000,0.176639,128.0 seconds,owner41@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1760328000,2.226353,547.0 seconds,owner41@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1760328000,0.237778,116.0 seconds,owner45@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1760328000,0.287488,157.0 seconds,user49d@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1760328000,0.131744,,owner18@individualbiz2.com,mobile,IndividualBiz2,owner18@individualbiz2.com,4
Outbound SMS,1760328000,0.047261,,user37@smallteam2.com,web,SmallTeam2,owner37@smallteam2.com,2
Outbound Calls,1760414400,2.738218,553.0 seconds,owner7@oneperson1.com,mobile,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1760414400,0.834946,254.0 seconds,owner13@independentsales2.com,engagebay,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1760414400,1.923521,429.0 seconds,owner13@independentsales2.com,web,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1760414400,0.102648,100.0 seconds,user49d@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1760414400,0.064683,,user47a@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,4
Outbound Calls,1760500800,0.623263,596.0 seconds,owner28@individualbiz3.com,activecampaign,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1760500800,1.676356,341.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1760500800,0.847269,407.0 seconds,user37@smallteam2.com,mobile,SmallTeam2,owner37@smallteam2.com,
Outbound Calls,1760500800,0.480285,239.0 seconds,owner40@threepersonteam1.com,web,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1760500800,1.709066,585.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1760500800,1.332635,269.0 seconds,user43b@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1760587200,0.838657,334.0 seconds,user50e@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1760587200,1.992114,442.0 seconds,user50g@largerteam1.com,airtable,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1760587200,0.049797,,user39b@triostartup1.com,hubspot,TrioStartup1,owner39@triostartup1.com,2
Outbound Calls,1760673600,0.941801,389.0 seconds,owner1@soloconsultant1.com,insightly,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1760673600,0.489528,119.0 seconds,owner7@oneperson1.com,monday,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1760673600,0.906098,574.0 seconds,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1760673600,1.637968,471.0 seconds,owner33@twopersoncorp1.com,mobile,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1760673600,0.341389,128.0 seconds,user40b@threepersonteam1.com,pipedrive,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1760673600,0.13837,80.0 seconds,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1760673600,0.026769,,owner4@personalbrand1.com,web,PersonalBrand1,owner4@personalbrand1.com,1
Outbound SMS,1760673600,0.046074,,user37@smallteam2.com,web,SmallTeam2,owner37@smallteam2.com,4
Outbound SMS,1760673600,0.04358,,user47b@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,3
Outbound SMS,1760673600,0.021023,,user50b@largerteam1.com,monday,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1760760000,1.495021,342.0 seconds,owner1@soloconsultant1.com,insightly,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1760760000,1.233346,596.0 seconds,user33@twopersoncorp1.com,mobile,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1760760000,0.079703,57.0 seconds,user34@partnershipbiz1.com,front,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1760760000,0.422066,145.0 seconds,user34@partnershipbiz1.com,front,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1760760000,1.286675,384.0 seconds,owner43@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1760760000,1.238423,329.0 seconds,owner50@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1760760000,0.093482,,user45c@growingstartup1.com,zapier,GrowingStartup1,owner45@growingstartup1.com,3
Outbound Calls,1760846400,0.549733,510.0 seconds,owner2@freelanceexpert1.com,pipedrive,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1760846400,2.006231,405.0 seconds,owner13@independentsales2.com,asana,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1760846400,0.685496,546.0 seconds,user35@duoventure1.com,mobile,DuoVenture1,owner35@duoventure1.com,
Outbound Calls,1760846400,2.096191,584.0 seconds,owner40@threepersonteam1.com,teams,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound SMS,1760846400,0.10819,,user39b@triostartup1.com,web,TrioStartup1,owner39@triostartup1.com,3
Outbound SMS,1760846400,0.048193,,user48b@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,3
Outbound Calls,1760932800,0.406687,331.0 seconds,owner4@personalbrand1.com,monday,PersonalBrand1,owner4@personalbrand1.com,
Outbound Calls,1760932800,2.480173,504.0 seconds,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1760932800,0.22488,54.0 seconds,owner22@freelanceexpert3.com,web,FreelanceExpert3,owner22@freelanceexpert3.com,
Outbound Calls,1760932800,0.674754,138.0 seconds,owner23@independentsales3.com,freshsales,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1760932800,0.327992,126.0 seconds,owner41@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1760932800,0.226697,146.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1760932800,0.39905,162.0 seconds,user42b@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1760932800,1.644285,417.0 seconds,user43b@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1760932800,0.540001,322.0 seconds,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1760932800,0.841411,374.0 seconds,user46f@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1760932800,0.817579,382.0 seconds,user48g@growthcompany1.com,monday,GrowthCompany1,owner48@growthcompany1.com,
Outbound SMS,1760932800,0.03591,,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,2
Outbound Calls,1761019200,0.657257,235.0 seconds,owner1@soloconsultant1.com,insightly,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1761019200,0.269576,124.0 seconds,owner2@freelanceexpert1.com,pipedrive,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1761019200,0.329332,68.0 seconds,owner4@personalbrand1.com,web,PersonalBrand1,owner4@personalbrand1.com,
Outbound Calls,1761019200,0.337053,319.0 seconds,owner10@freelancepro1.com,web,FreelancePro1,owner10@freelancepro1.com,
Outbound Calls,1761019200,2.482682,580.0 seconds,user46c@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1761019200,1.19467,558.0 seconds,user49c@scalingbusiness1.com,monday,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1761019200,0.864317,246.0 seconds,user50c@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1761019200,0.515651,220.0 seconds,user50e@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1761019200,0.069375,,owner18@individualbiz2.com,mobile,IndividualBiz2,owner18@individualbiz2.com,3
Outbound SMS,1761019200,0.129961,,user50d@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,4
Outbound Calls,1761105600,1.130089,234.0 seconds,owner28@individualbiz3.com,web,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1761105600,0.370487,266.0 seconds,user42a@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1761105600,1.535614,447.0 seconds,user46d@mediumteam1.com,asana,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1761105600,0.748216,530.0 seconds,user46f@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1761105600,0.921167,239.0 seconds,user50h@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1761105600,1.120849,462.0 seconds,user50i@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1761105600,0.083741,,owner45@growingstartup1.com,notion,GrowingStartup1,owner45@growingstartup1.com,2
Outbound Calls,1761192000,0.42343,131.0 seconds,owner10@freelancepro1.com,web,FreelancePro1,owner10@freelancepro1.com,
Outbound Calls,1761192000,0.522524,461.0 seconds,owner14@personalbrand2.com,mobile,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1761192000,0.265126,113.0 seconds,owner38@twopersoncorp2.com,discord,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1761192000,0.11735,114.0 seconds,owner40@threepersonteam1.com,mobile,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1761192000,0.965753,242.0 seconds,user45d@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1761192000,0.850279,330.0 seconds,user46b@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1761192000,0.149511,,owner14@personalbrand2.com,web,PersonalBrand2,owner14@personalbrand2.com,3
Outbound SMS,1761192000,0.016694,,user45a@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,1
Outbound Calls,1761278400,1.065738,226.0 seconds,owner2@freelanceexpert1.com,mobile,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1761278400,1.002285,372.0 seconds,owner3@independentsales1.com,mobile,IndependentSales1,owner3@independentsales1.com,
Outbound Calls,1761278400,0.951718,382.0 seconds,owner19@soloventure2.com,web,SoloVenture2,owner19@soloventure2.com,
Outbound Calls,1761278400,1.10659,273.0 seconds,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1761278400,0.301354,126.0 seconds,owner33@twopersoncorp1.com,mobile,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1761278400,0.223451,129.0 seconds,owner33@twopersoncorp1.com,mobile,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1761278400,2.07746,500.0 seconds,user38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1761278400,0.274184,86.0 seconds,user38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1761278400,0.049363,15.0 seconds,user42a@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1761278400,0.337475,248.0 seconds,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1761278400,0.475141,247.0 seconds,user46a@mediumteam1.com,teams,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1761278400,0.209315,208.0 seconds,user46d@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1761278400,0.885048,519.0 seconds,user48g@growthcompany1.com,monday,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1761278400,0.622676,180.0 seconds,user50e@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1761278400,1.610637,357.0 seconds,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1761278400,0.055724,,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,2
Outbound SMS,1761278400,0.096966,,owner30@freelancepro3.com,web,FreelancePro3,owner30@freelancepro3.com,2
Outbound SMS,1761278400,0.130371,,user48d@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,3
Outbound SMS,1761278400,0.013964,,user50a@largerteam1.com,asana,LargerTeam1,owner50@largerteam1.com,1
Outbound Calls,1761364800,0.473309,127.0 seconds,owner2@freelanceexpert1.com,pipedrive,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1761364800,0.285949,74.0 seconds,owner22@freelanceexpert3.com,activecampaign,FreelanceExpert3,owner22@freelanceexpert3.com,
Outbound Calls,1761364800,0.280485,221.0 seconds,owner30@freelancepro3.com,web,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1761364800,0.594118,570.0 seconds,user48a@growthcompany1.com,zoho,GrowthCompany1,owner48@growthcompany1.com,
Outbound SMS,1761364800,0.055662,,user38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,2
Outbound SMS,1761364800,0.113776,,user50a@largerteam1.com,asana,LargerTeam1,owner50@largerteam1.com,3
Outbound Calls,1761451200,0.580264,185.0 seconds,owner1@soloconsultant1.com,web,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1761451200,1.218628,412.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1761451200,1.105748,475.0 seconds,user41a@trioventure1.com,notion,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1761451200,0.737614,434.0 seconds,user49d@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1761451200,0.190268,,user42b@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,4
Outbound SMS,1761451200,0.073922,,user43b@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,2
Outbound SMS,1761451200,0.036153,,user49d@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,1
Outbound SMS,1761451200,0.081315,,user49e@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,2
Outbound Calls,1761537600,0.197007,61.0 seconds,owner7@oneperson1.com,mobile,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1761537600,1.369259,490.0 seconds,owner21@soloconsultant3.com,close,SoloConsultant3,owner21@soloconsultant3.com,
Outbound Calls,1761537600,0.116757,59.0 seconds,owner30@freelancepro3.com,mobile,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1761537600,0.452756,208.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1761537600,0.049505,33.0 seconds,owner45@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1761537600,1.392206,564.0 seconds,user45c@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1761537600,0.063402,,user46e@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,2
Outbound Calls,1761624000,2.137704,589.0 seconds,owner17@oneperson2.com,web,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1761624000,0.889247,459.0 seconds,owner30@freelancepro3.com,mobile,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1761624000,0.528605,178.0 seconds,user41a@trioventure1.com,notion,TrioVenture1,owner41@trioventure1.com,
Outbound SMS,1761624000,0.049445,,owner29@soloventure3.com,front,SoloVenture3,owner29@soloventure3.com,1
Outbound SMS,1761624000,0.084372,,owner30@freelancepro3.com,web,FreelancePro3,owner30@freelancepro3.com,2
Outbound SMS,1761624000,0.037549,,owner43@triostartup2.com,slack,TrioStartup2,owner43@triostartup2.com,2
Outbound SMS,1761624000,0.0882,,owner47@expandingcorp1.com,monday,ExpandingCorp1,owner47@expandingcorp1.com,2
Outbound Calls,1761710400,2.161895,507.0 seconds,owner2@freelanceexpert1.com,pipedrive,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1761710400,0.338546,213.0 seconds,owner7@oneperson1.com,monday,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1761710400,0.509745,498.0 seconds,owner8@individualbiz1.com,monday,IndividualBiz1,owner8@individualbiz1.com,
Outbound Calls,1761710400,1.400929,365.0 seconds,owner23@independentsales3.com,freshsales,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1761710400,1.657287,400.0 seconds,owner30@freelancepro3.com,mobile,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1761710400,1.672273,416.0 seconds,user43b@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1761710400,1.96763,505.0 seconds,user46d@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1761710400,0.880363,487.0 seconds,user50c@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1761710400,0.132943,,user47c@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,3
Outbound SMS,1761710400,0.062435,,owner48@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,2
Outbound Calls,1761796800,0.921965,512.0 seconds,owner23@independentsales3.com,mobile,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1761796800,1.440861,447.0 seconds,owner30@freelancepro3.com,web,FreelancePro3,owner30@freelancepro3.com,
Outbound SMS,1761796800,0.14028,,owner7@oneperson1.com,monday,OnePerson1,owner7@oneperson1.com,4
Outbound SMS,1761796800,0.089348,,owner8@individualbiz1.com,mobile,IndividualBiz1,owner8@individualbiz1.com,2
Outbound Calls,1761883200,0.348212,308.0 seconds,owner11@soloconsultant2.com,mobile,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1761883200,0.950322,302.0 seconds,owner25@selfemployed3.com,mobile,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1761883200,0.74949,296.0 seconds,user37@smallteam2.com,web,SmallTeam2,owner37@smallteam2.com,
Outbound Calls,1761883200,0.075045,21.0 seconds,user41a@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1761883200,0.919924,288.0 seconds,owner45@growingstartup1.com,notion,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1761883200,0.169284,,owner3@independentsales1.com,freshsales,IndependentSales1,owner3@independentsales1.com,4
Outbound Calls,1761969600,1.505999,555.0 seconds,owner9@soloventure1.com,klaviyo,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1761969600,2.348477,520.0 seconds,owner25@selfemployed3.com,asana,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1761969600,1.490842,527.0 seconds,owner25@selfemployed3.com,mobile,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1761969600,0.652502,298.0 seconds,user38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1761969600,0.698745,575.0 seconds,user41b@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound SMS,1761969600,0.087138,,owner8@individualbiz1.com,monday,IndividualBiz1,owner8@individualbiz1.com,2
Outbound SMS,1761969600,0.090981,,owner14@personalbrand2.com,web,PersonalBrand2,owner14@personalbrand2.com,2
